"text","polaridadSVM"
"@CharlieMejia_M @CanelaRadioEc Jajajaja igualitooo @CharlieMejia_M",0
"Charlize Theron llam<f3> a \equilibrar el campo\ entre hombres y mujeres en el g<e9>nero de esp<ed>as",0
"RT @labrujaecuador: Chayanne felicidades en tu cumplea<f1>os desde la numero uno de Ecuador https://t.co/Ryd7KqyhN2",0
"chicoooossss... quiero la entrada..

@CanelaRadioEc y @Pepetoala  la canta Victor Manuelle y se llama HE TRATADO.<U+0085> https://t.co/WJhaToov8f",0
"@ChiliPeppers quiere tomarse un descanso en su carrera",0
"Chris Martin, vocalista de @Coldplay, cay<f3> en el <U+0093>Chantaje<U+0094> de @Shakira",0
"Christina Aguilera se luce en traje de ba<f1>o https://t.co/hB4bdeh5Vw",0
"Christopher Nolan compara a Harry Styles con Heath Ledger tras ficharlo para su nueva pel<ed>cula",0
"RT @LeoEmer14: @CanelaRadioEc .. circo fuentes gasca darlin Emerson Rivas",0
"RT @danitmsa: @Pepetoala @CanelaRadioEc #circo mi nombre Javier Tigua",0
"Ciudad de Manchester postula a la cantante Ariana Grande como ciudadana honor<ed>fica",0
"RT @noemidomi: #cocinadoEcuador @CanelaRadioEc @LoroHomero Buen programa saludos quiero una entrada....",0
"RT @ELIZABHETANALU: @CanelaRadioEc 

#cocinadoecuador



canelocos quiero una entrada para el big boss",0
"RT @zulyromero: #cocinadoEcuador  los mejores en las ma<f1>anas quiero ir #salsaviva @CanelaRadioEc @Radiaciont @AlejaDuqueR",0
"RT @achrisan5252: @CanelaRadioEc #cocinadoecuador 

Mi nombre CHRISTIAN S<c1>NCHEZ por favor regalemen una entradita son lo  m<e1>ximo saludos a t<U+0085>",0
"RT @dimiquita: @CanelaRadioEc 

#CocinadoEcuador 

SALSAVIVA<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",0
"RT @piterjosue1988: @CanelaRadioEc #cocinadoecuador saludos a mi conejita pacheco que la amo con todo mi coraz<f3>n de su osito Pacheco. Salud<U+0085>",0
"RT @chrisdavo1760: @CanelaRadioEc #cocinadoecuador saludos chevere programa. No les parece raro que en otros pa<ed>ses est<e1>n con prisi<f3>n expre<U+0085>",0
"RT @daverodriguez2: @CanelaRadioEc @Radiaciont @LoroHomero @AlejaDuqueR @PasanteCanela #cocinadoecuador saludos gracias x desestresar #yoqu<U+0085>",0
"RT @majo793zg: #cocinadoecuador \quiero salsa viva\"" <ed><U+00A0><U+00BD><ed><U+00B2><U+0083> por favooor!!! @CanelaRadioEc espero estar en el sorteo. Un abrazo inmenso a todos!""",0
"RT @carlin9002: @CanelaRadioEc #cocinadoecuador yo quiero salsa viva Carlos Beltran",0
"RT @dimiquita: @CanelaRadioEc 

#CocinadoEcuador 

Yo quiero Salsa Viva xfa <ed><U+00A0><U+00BD><ed><U+00B8><U+009C>",0
"RT @MaluliVillalba: @Radiaciont @CanelaRadioEc #Cocinandoecuador",0
"@coldplay lanza tema musical en apoyo a inmigrantes",0
"Coldplay se viene con nuevo tema <U+0093>Aliens<U+0094>, la canci<f3>n fue hecha en apoyo a inmigrantes",0
"Coldplay y Shakira cantan por un mundo m<e1>s justo durante cumbre del G20",0
"Comenta <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>#LugaresParaIrDeVacaciones <ed><U+00A0><U+00BD><ed><U+00B1><U+0088> @PATOFORTUNY @belendelbien @mashifraga #AFilodeCama ya enlazados @CanelaRadioEc  #Ecuador #Quito",0
"RT @EcuadorrtvlasH: @CanelaRadioEc @cecimiosotis Como cuando mi esposa sali<f3> de compras en mi auto. XD.",0
"Como hacer feliz a un Cangri jaja <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

@daddy_yankee 10 de Agosto en Quito #DaddyEnQuito 

@CanelaRadioEc<U+0085> https://t.co/UA0nrCNcKS",0
"RT @Nanda_DYARMY: Como hacer feliz a un Cangri jaja <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

@daddy_yankee 10 de Agosto en Quito #DaddyEnQuito 

@CanelaRadioEc 

@DYARMY_EQUADOR a<U+0085>",0
"RT @labrujaecuador: Como no pod<ed>a ser otra manera el videoclip de <U+0093>Me Enamor<e9><U+0094> de Shakira no pod<ed>a tener otro protagonista que Gerard Piqu<e9><U+0085>",0
"RT @Giovannyhur: @LoroHomero @CanelaRadioEc como puede ser posible q en - de 5km las vias cerradas no acaban una y abren otra caos total se<U+0085>",0
"C<f3>mo quisiera no hacerte llorar #TePidoPerdon @Guttoec #NP @labrujaecuador",0
"Con ambiente tenso, Liga de Quito cambi<f3> de DT, Pablo Repetto",0
"RT @ckrissXx: Con canela.. #SalsaViva @CanelaRadioEc @Pepetoala https://t.co/DEigLitR5m",0
"Con Canela #SalsaViva @CanelaRadioEc  @Pepetoala ....lloraras y lloraras https://t.co/dwMXlJCOVt",0
"RT @cuchita_aguilar: @Pepetoala @CanelaRadioEc conectada como todos los dias, faltan 17 dias para el concierto",0
"RT @cviterigualinga: Con el @LoroHomero @PATODIAZGUEVARA @PATOFORTUNY en @CanelaRadioEc para hablar de turismo @BloqueAP35 @35PAIS https://<U+0085>",0
"Confirman nueva cinta de Leonardo DiCaprio y Martin Scorsese",0
"Con homenaje a las v<ed>ctimas del atentado de Manchester y una fugaz ca<ed>da en el escenario, Ariana Grande se present<f3> en Chile",0
"Constan @belendelbien @PATOFORTUNY @CUCHITO1940 @negritoklinger @DJDanielCruz @rpadpre @jalaldubois @CanelaRadioEc<U+0085> https://t.co/aNXzJkXA6R",0
"RT @vagosconsuerte: Constan @belendelbien @PATOFORTUNY @CUCHITO1940 @negritoklinger @DJDanielCruz @rpadpre @jalaldubois @CanelaRadioEc #fel<U+0085>",0
"RT @NarcisaCastro20: @Pepetoala @CanelaRadioEc contando con hoy 18 dias",0
"Contin<fa>a tu ma<f1>ana con MAGIA https://t.co/3lsFO11101",0
"Coprotagonista de la serie \Hawaii Five-0\"" confirma su salida de la serie por desigualdades salariales https://t.co/qEr6m2zj0c""",0
"Creaciones futuristas como homenaje a Christian Dior por 70 a<f1>os de la casa de moda",0
"Creador de \Game of Thrones\ asumir<e1> como productor de nueva serie de HBO",0
"Creador de \Game of Thrones\"" asumir<e1> como productor de nueva serie de HBO""",0
"Cristian Castro se separ<f3> 28 d<ed>as despu<e9>s de casarse",0
"RT @labrujaecuador: Cristiano Ronaldo conoci<f3> a sus gemelos a los 20 d<ed>as de nacidos https://t.co/pzYTywnPFn",0
"Cu<e1>l es tu banda, solista o canci<f3>n q crees q ha marcado la historia d la m<fa>sica a nivel mundial??? #Encanto a trav<e9>s d #LaBrujaEcuador",0
"RT @Fernand69784870: @vagosconsuerte @CanelaRadioEc @rpadpre @jalaldubois @DJDanielCruz @CUCHITO1940 @negritoklinger @PATOFORTUNY Cuando ha<U+0085>",0
"Cuando lleguemos al mismo tiempo tu boca se va a derretir en mi boca!!!! @dbfansuio @labrujaecuador @SoyDanielBeta a punto caramelo!!!",0
"@CUCHITO1940 @PATOFORTUNY @negritoklinger @CanelaRadioEc",0
"@CUCHITO1940 @PATOFORTUNY @negritoklinger @CanelaRadioEc @belendelbien No tienen audiencia, siempre llama el enferm<U+0085> https://t.co/VsauDiKtP0",0
"Cu<e9>ntame!

Cu<e1>l es tu gran pasi<f3>n?

Escr<ed>benos a trav<e9>s del WhatsApp 0998777777 @labrujaecuador esc<fa>chanos en todo el Ecuador <U+270C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",0
"RT @takashijakome: Cumplamos lo que quiero... #Ven @PabloJaraEc #NP @labrujaecuador <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",0
"@cviterigualinga @CanelaRadioEc @LoroHomero @PATODIAZGUEVARA @PATOFORTUNY Dios los bendigan siempre",0
"@daddy_yankee @CanelaRadioEc #DaddyEnQuito #DaddyEnQuito #DaddyYankee #TamoEnVivo",0
"@Daddy_Yankee conquista el primer lugar de la lista mundial de #Spotify",0
"@daddy_yankee #DaddyEnQuito @DYARMY_EQUADOR activense fans @CanelaRadioEc https://t.co/7XD82r05hM",0
"@daddy_yankee the big boss 

#DaddyEnQuito  buena musika en

 @CanelaRadioEc  @daddy_yankee 

Rompe corazones jiji",0
"#DaddyEnQuito 

@CanelaRadioEc @daddy_yankee https://t.co/2GQWnAKiaa",0
"#DaddyenQuito @CanelaRadioEc <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> @DYMFC_ECUADOR",0
"#DaddyEnQuito

@CanelaRadioEc 

Se acerca la hora cero <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

@daddy_yankee en Quito este 10 de Agosto

@DYARMY_EQUADOR https://t.co/RtE8hftOg3",0
"RT @Nanda_DYARMY: #DaddyEnQuito

@CanelaRadioEc 

Se acerca la hora cero <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

@daddy_yankee en Quito este 10 de Agosto

@DYARMY_EQUADOR https:/<U+0085>",0
"#DaddyEnQuito comenzo la cuenta regresiva para tener al #1 <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> en Ecuador 

@daddy_yankee 

@DYARMY_EQUADOR<U+0085> https://t.co/feShyjhWu5",0
"RT @Nanda_DYARMY: #DaddyEnQuito comenzo la cuenta regresiva para tener al #1 <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> en Ecuador 

@daddy_yankee 

@DYARMY_EQUADOR 

@CanelaRadioEc h<U+0085>",0
"RT @stefamatyualex: #DaddyEnQuito

#DaddyEnQuito

#DaddyEnQuito

@CanelaRadioEc 

#DaddyEnQuito

#DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyenQuito #DaddyenQuito #DaddyEnQuito #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyEnQuito #DaddyenQuito #DaddyEnQuito #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyEnQuito #DaddyenQuito #DaddyEnQuito #DaddyEnQuito #DaddyenQuito",0
"RT @stefamatyualex: #DaddyEnQuito 

 #DaddyEnQuito

 #DaddyEnQuito 

 #DaddyEnQuito 

#DaddyEnQuito

  @CanelaRadioEc  yooo xfis <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",0
"RT @stefamatyualex: #DaddyEnQuito #DaddyEnQuito

#DaddyEnQuito  #DaddyEnQuito

#DaddyEnQuito  #DaddyEnQuito 

@CanelaRadioEc  #DaddyEnQuito 

#<U+0085>",0
"#DaddyEnQuito #DaddyEnQuito

#DaddyEnQuito  #DaddyEnQuito

#DaddyEnQuito  #DaddyEnQuito 

@CanelaRadioEc  #DaddyEnQuito 

#DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyEnQuito #DaddyenQuito #DaddyEnQuito #DaddyenQuito #DaddyEnQuito #DaddyenQuito #DaddyEnQuito",0
"RT @stefamatyualex: #DaddyEnQuito

 #DaddyEnQuito

 #DaddyEnQuito

 #DaddyEnQuito

 #DaddyEnQuito

 #DaddyEnQuito

 #DaddyEnQuito

 #DaddyEnQuito<U+0085>",0
"#DaddyEnQuito #DaddyEnQuito

 #DaddyEnQuito #DaddyEnQuito

 #DaddyEnQuito #DaddyEnQuito

 #DaddyEnQuito #DaddyEnQuito

  @CanelaRadioEc",0
"RT @Milo_mdi: @daddy_yankee @CanelaRadioEc #DaddyEnQuito #DaddyEnQuito #DaddyYankee #TamoEnVivo",0
"RT @stefamatyualex: #DaddyEnQuito #DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>#DaddyEnQuito  #DaddyEnQuito<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>Yo quiero ir xfis yoo!!!!  @CanelaRadioEc <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyEnQuito #DaddyYankee @daddy_yankee #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc @daddy_yankee #DaddyEnQuito #daddyyankee #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyEnQuito #DaddyYankee #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc #DaddyEnQuito #DaddyYankee #DaddyEnQuito @daddy_yankee #DaddyEnQuito #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc @daddy_yankee #DaddyEnQuito #DaddyYankee #DaddyEnQuito #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc @daddy_yankee #DaddyEnQuito #daddyyankee #DaddyEnQuito #DaddyYankee",0
"#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+008B>

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+008B>

#DaddyEnQuito 

Yo kiero ir a ver al mejor the big boss @CanelaRadioEc https://t.co/pq0IhuRlkL",0
"RT @stefamatyualex: @CanelaRadioEc

 #DaddyEnQuito

<ed><U+00A0><U+00BD><ed><U+00B9><U+008B> yo kiero ir xfis al mejor evento con el jefe @daddy_yankee  the big boss https://t.co/5<U+0085>",0
"#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  

 #DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  

 #DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  

 #DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  

 #DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  

 #DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008C>

@CanelaRadioEc",0
"#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>

#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>

 El mejor the big boss #daddyyankee  @CanelaRadioEc",0
"#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> 

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> 

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> 

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> 

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>  

#DaddyEnQuito <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>  

 @CanelaRadioEc <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",0
"#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

#DaddyEnQuito  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>

#DaddyEnQuito  

@CanelaRadioEc",0
"RT @Diosp4: @daddy_yankee #DaddyEnQuito @DYARMY_EQUADOR activense fans @CanelaRadioEc https://t.co/7XD82r05hM",0
"RT @kev_church: #DaddyEnQuito

@DYARMY_EQUADOR

@CanelaRadioEc 

@daddy_yankee

se acerca el gran d<ed>a https://t.co/Gt8O3kof1t",0
"RT @kev_church: #DaddyEnQuito

@DYARMY_EQUADOR

@CanelaRadioEc 

@daddy_yankee

unete a esta iniciativa https://t.co/51P32bPCTQ",0
"RT @Nanda_DYARMY: #DaddyEnQuito

Nos visita el #1 <ed><U+00A0><U+00BC><ed><U+00BC><U+008E> este 10 de Agosto.

@daddy_yankee 

@DYARMY_EQUADOR 

@CanelaRadioEc https://t.co/6Rmj0ZwG1R",0
"RT @Nanda_DYARMY: #DaddyEnQuito 

Se acerce el mejor evento del a<f1>o <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>

@daddy_yankee 

@DYARMY_EQUADOR 

@CanelaRadioEc https://t.co/qfVGzhtAwX",0
"RT @henrymaurocuyo: @CanelaRadioEc  #DaddyEnQuito una entrada",0
"RT @stefamatyualex: #DaddyEnQuito

Yo kiero ir a ver  al mejor @daddy_yankee 

@CanelaRadioEc  #DaddyEnQuito",0
"@daddyyankee @CanelaRadioEc #DaddyYankee #DaddyEnQuito",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee  a la espera del dia   @DYMFC_ECUADOR https://t.co/Mf16bpTptR",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee  contando los d<ed>as pa ver al jefe https://t.co/9Wu8Jc8sDN",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee  10 de agosto el concert del a<f1>o  @DYMFC_ECUADOR https://t.co/q<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR activo 24/7 pa ese show https://t.co/vseYWemiXT",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR cuantos cangris esperan el dia del show  #DYAR<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY a fuego https://t.co/qP7mvoZtEh",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY A FUEGO https://t.co/NSy56nZsWw",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C> https://t.co/iH2DNi7vD9",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  el show que no quiero perd<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>  queriendo ir al show https<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR    #DYARMY the  big boss https://t.co/lFvHQHbH<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR el m<e1>ximo l<ed>der pronto lo vemos https://t.co/X<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR el show mas incre<ed>ble <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> https://t.co/bdSdYwajuU",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR el show que no nos queremos perder <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> https://t<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR EN VERDAD   #DYARMY https://t.co/fEhWFfjfhl",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR ESPERANDO AL JEFE Y SU ELENCO https://t.co/6qH<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR esperando la gran llegada del boss https://t.c<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR pronto  el show mas esperado https://t.co/nQbN<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR  seguimo so fresh  #DYARMY  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C> https://t.c<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR   tamo activo  #DYARMY  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C> https://t.co/fH<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR TU SABE QUE YO HAGO FALTA SINTIERON UN VACI<d3> S<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee   @DYMFC_ECUADOR YEAH  #DYARMY https://t.co/IS6kcTHQ0A",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee  el show mas esperado del a<f1>o  @DYMFC_ECUADOR https://t.co/A66d<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee  lo mejor se viene @DYMFC_ECUADOR https://t.co/e4v4xnFDXG",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee pronto  pa la rumba   @DYMFC_ECUADOR https://t.co/lQVu5QWQux",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee que llegue el dia  a fuego  @DYMFC_ECUADOR https://t.co/eApBesC<U+0085>",0
"RT @ERICKDANNYY: @CanelaRadioEc  #DaddyYankee  #DaddyEnQuito  @daddy_yankee una entrada a fuego https://t.co/sqOH4V3ERk",0
"RT @Milo_mdi: @CanelaRadioEc #daddyyankee #DaddyEnQuito #DaddyEnQuito",0
"RT @Milo_mdi: @CanelaRadioEc @daddy_yankee #DaddyYankee #DaddyEnQuito #DaddyEnQuito",0
"Daddy Yankee es el #1 en Spotify a nivel mundial",0
"Daddy Yankee super<f3> los 44 millones 735 mil 586 de escuchas mensuales",0
"RT @ERICKDANNYY: DALE SHAKY <ed><U+00A0><U+00BD><ed><U+00B2><U+0083> NOS VAMOS PA 1.000.000.000  #DYARMY https://t.co/ab20e3b6kI @MaynaNevarez @CanelaRadioEc @DnaGlobalEvents @DY<U+0085>",0
"DALE SHAKY <ed><U+00A0><U+00BD><ed><U+00B2><U+0083> NOS VAMOS PA 1.000.000.000  #DYARMY https://t.co/ab20e3b6kI @MaynaNevarez @CanelaRadioEc @DnaGlobalEvents @DYMFC_ECUADOR",0
"@Damiano_Ecuador en @labrujaecuador #Tuyo <ed><U+00A0><U+00BD><ed><U+00B2><U+00BF> https://t.co/wCJl1NIHjB",0
"RT @dannybtids: @CanelaRadioEc Danna la peque<f1>a que adoptamos en canela y hoy nos hace muy felices. @AlejaDuqueR; @LoroHomero; @Dranimal1 h<U+0085>",0
"Danny Ocean estrena promocional <U+0093>Vuelve<U+0094>, el cantante venezolano se dio a conocer por Spotify",0
"Dar<ed>o Tapia, Sec. De Movilidad informa que ma<f1>ana Transporte P<fa>blico operar<e1>  con normalidad @fmmundo<U+0085> https://t.co/Ig2AN1M9JZ",0
"RT @AMTQuito: Dar<ed>o Tapia, Sec. De Movilidad informa que ma<f1>ana Transporte P<fa>blico operar<e1>  con normalidad @fmmundo @RADIOAMERICAEC @Canela<U+0085>",0
"Darkiel se va <U+0091>hasta el cielo<U+0092> con nuevo sencillo",0
"@daverodriguez2 @AlejaDuqueR @LoroHomero @CanelaRadioEc @JhosethJoao Ups!! Que miedo!!! Pongan orden y buen servici<U+0085> https://t.co/bbpM2qr5dh",0
"@DDlovato sorprendi<f3> a sus fan<e1>ticos en Los <c1>ngeles con un show privado",0
"De ahora en adelante nos escuchamos los s<e1>bados desde NEw York City con el ranking de @labrujaecuador <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>",0
"@Deathweiser vienen a promocionar #Prophecy <U+00A1>Qu<e9> Viva el Rock! \m/

@CanelaRadioEc",0
"@decasaencasatc @BarcelonaSCweb @FEFecuador @CSEmelec @CanelaRadioEc @RadioDibluFM @radiocityec @superk800radio<U+0085> https://t.co/0giktlogBz",0
"De Colombia para Ecuador y el mundo entero @CanelaRadioEc #Quieroquehagamoselamor https://t.co/WiQUPATzRV  @HGcantante ft @Jimmycantante",0
".@Adele no se encuentra bien suspende sus conciertos",0
"RT @yulan_ma: @CanelaRadioEc @oscar de le<f3>n es nacionalidad venezolana",0
"Demi Lovato lanza su agresivo single <U+0093>Sorry Not Sorry<U+0094>, el nuevo regala un mensaje de superaci<f3>n a sus fans",0
"Demi Lovato y Halsey se pelean por indirectas, a trav<e9>s de las redes sociales todo es <U+0093>m<e1>s f<e1>cil<U+0094> de enfrentar",0
"RT @28gaso: @CanelaRadioEc @Pepetoaes de nacionalidad venezolana",0
"RT @elbokeropte: @CanelaRadioEc Desayuno Angel Carrera",0
"RT @manukin_25: @CanelaRadioEc @LoroHomero #DesayunoCanela",0
