"n";"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"localidad"
"62";"@ParisHilton lanza Summer Reign";FALSE;0;"ParisHilton";2017-07-16 05:09:02;FALSE;NA;"886452594708795395";"24929621";"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"63";"El director de \"500 días con ella\" regresa con un filme sólido, que acompaña a dos buenos estrenos";FALSE;0;NA;2017-07-16 04:00:01;FALSE;NA;"886435226448252928";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"64";"@labrujaecuador  https://t.co/UVyO9pWmY2";FALSE;0;"labrujaecuador";2017-07-16 03:56:10;FALSE;"886420125309693954";"886434254577688576";"82985256";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"ChesterRupert";0;FALSE;FALSE;NA;NA;"Guayaquil"
"65";"Rubén Blades se despide de la salsa";FALSE;2;NA;2017-07-16 03:00:01;FALSE;NA;"886420125309693954";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";3;FALSE;FALSE;NA;NA;"Ecuador "
"66";"\"Westworld\" domina en las nominaciones por el Emmy";FALSE;1;NA;2017-07-16 02:00:00;FALSE;NA;"886405022698754048";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"67";"Tom Holland y Zendaya, enamorados en \"Spider-Man\" y en la vida real";FALSE;0;NA;2017-07-16 01:00:01;FALSE;NA;"886389927340109824";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"68";"Detienen rodaje de \"The Walking Dead\" tras grave accidente de especialista";FALSE;0;NA;2017-07-16 00:00:02;FALSE;NA;"886374829330276353";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"69";"RT @labrujaecuador: https://t.co/sptEpvZYYf";FALSE;0;NA;2017-07-15 23:52:39;FALSE;NA;"886372973254516736";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"ASebastianDiaz";2;TRUE;FALSE;NA;NA;"Quito - Ecuador"
"70";"RT @labrujaecuador: https://t.co/sptEpvZYYf";FALSE;0;NA;2017-07-15 23:24:50;FALSE;NA;"886365972508139521";NA;"<a href=\"http://www.twitter.com\" rel=\"nofollow\">Twitter for Windows</a>";"ca_proanio";2;TRUE;FALSE;NA;NA;"Ecuador "
"71";"https://t.co/sptEpvZYYf";FALSE;0;NA;2017-07-15 23:17:49;FALSE;NA;"886364206152511488";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";2;FALSE;FALSE;NA;NA;"Ecuador "
"72";"https://t.co/tdV392q1rK";FALSE;1;NA;2017-07-15 23:14:18;FALSE;NA;"886363321498304512";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"73";"\"War for the Planet of the Apes\", dirigida por Matt Reeves, figura como el estreno más destacado en EU";FALSE;1;NA;2017-07-15 23:00:00;FALSE;NA;"886359725142441984";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"74";"Gigi Hadid y Zayn Malik, una pareja que comparte la ropa https://t.co/WYvfqBUBxP";FALSE;1;NA;2017-07-15 22:00:00;FALSE;NA;"886344625719578624";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"75";"@Residente se realizó una prueba de ADN para determinar el origen de sus ancestros y así hizo la música de su disco";FALSE;0;"Residente";2017-07-15 21:00:01;FALSE;NA;"886329530322870272";"39203045";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"76";"Paris Hilton presume el tatuaje que su novio se hizo por amor https://t.co/ebjxn8Efnb";FALSE;3;NA;2017-07-15 20:00:03;FALSE;NA;"886314438097342465";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"77";"Miley Cyrus se cansó de sentirse \"sexualizada\"";FALSE;1;NA;2017-07-15 19:00:03;FALSE;NA;"886299336073781249";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"78";"Zac Efron es “acosado” por Carmen Electra, la actriz manoseó una estatua del protagonista de “Baywatch”";FALSE;0;NA;2017-07-15 18:00:03;FALSE;NA;"886284236835225600";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"79";"AC/DC toca temas con Guns N’ Roses, Angus Young invitó a Axl Rose al escenario de su concierto en Holanda";FALSE;3;NA;2017-07-15 17:00:03;FALSE;NA;"886269138469097472";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"80";"RT @labrujaecuador: Doble de acción que trabajaba en \"The Walking Dead\" muere tras accidente en el rodaje de la serie https://t.co/BYq3WXHX…";FALSE;0;NA;2017-07-15 16:12:44;FALSE;NA;"886257231938949120";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"danymen73";1;TRUE;FALSE;NA;NA;"esmeraldas ecuador"
"81";"Estamos al aire con #ElRankingDeLaBruja desde la ciudad de NEw York por @labrujaecuador bienvenidos <ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #Summer";FALSE;2;NA;2017-07-15 16:09:00;FALSE;NA;"886256293429862401";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"takashijakome";0;FALSE;FALSE;NA;NA;""
"82";"Louis Tomlinson firma con Epic Records, el 21 de julio lanzará su promocional \"Back To You\"";FALSE;2;NA;2017-07-15 16:00:01;FALSE;NA;"886254032783802368";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"83";"Danny Ocean estrena promocional “Vuelve”, el cantante venezolano se dio a conocer por Spotify";FALSE;2;NA;2017-07-15 15:00:03;FALSE;NA;"886238939543109636";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"84";"@labrujaecuador Ya dice,  si ella misma provoca esa imagen";FALSE;0;"labrujaecuador";2017-07-15 14:57:05;FALSE;"886004984101220352";"886238191581356032";"82985256";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Andreyces";0;FALSE;FALSE;NA;NA;""
"85";"Hoy a las 11 am no te pierdas #ElRankingDeLaBruja desde #NYC con las mejores 20 canciones de la semana por número 1 @labrujaecuador <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>";FALSE;0;NA;2017-07-15 14:48:02;FALSE;NA;"886235917308100608";NA;"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>";"takashijakome";0;FALSE;FALSE;NA;NA;""
"86";"Noah Cyrus, prepara su álbum “NC-17”";FALSE;1;NA;2017-07-15 14:00:04;FALSE;NA;"886223845769740290";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"87";"hey q estan en sabatina?
@labrujaecuador";FALSE;0;NA;2017-07-15 13:34:47;FALSE;NA;"886217481425178624";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Dhanny321";0;FALSE;FALSE;NA;NA;"Russia, OH"
"88";"HAIM, estuvieron recientemente en el programa de BBC Radio 1, Live Lounge, donde versionaron una canción de Selena Gómez, “Bad Liar”";FALSE;1;NA;2017-07-15 13:00:03;FALSE;NA;"886208743133892609";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"89";"@Radiohead promociona su disco “OKNOTOK” con un distorsionado video";FALSE;0;"radiohead";2017-07-15 12:00:01;FALSE;NA;"886193632469962756";"108382988";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"90";"@ParisHilton revela Adelanto de “Summer Reign”";FALSE;0;"ParisHilton";2017-07-15 11:00:01;FALSE;NA;"886178532853993473";"24929621";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"91";"Las chicas de @FifthHarmony aseguran que el grupo está mejor sin @Camila_Cabello";FALSE;1;NA;2017-07-15 09:00:00;FALSE;NA;"886148331298332672";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"92";"@ChiliPeppers quiere tomarse un descanso en su carrera";FALSE;0;"ChiliPeppers";2017-07-15 07:00:02;FALSE;NA;"886118140018479105";"297047872";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"93";"@ZacEfron fue vilmente manoseado en Los Ángeles";FALSE;0;"ZacEfron";2017-07-15 05:00:01;FALSE;NA;"886087937674297347";"492399548";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"94";"@KidRock se postula para el Senado de EEUU";FALSE;0;"KidRock";2017-07-15 04:00:01;FALSE;NA;"886072835772436480";"211918431";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"95";"Por fin vio luz “Kaleidoscope” de los británicos @coldplay https://t.co/n4HKEZ8clq";FALSE;1;NA;2017-07-15 03:00:00;FALSE;NA;"886057733291626500";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"96";"@AxlRose y #AngusYoung rockean en Holanda";FALSE;0;"axlrose";2017-07-15 02:00:00;FALSE;NA;"886042635441459200";"95956928";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"97";"Doble de acción que trabajaba en \"The Walking Dead\" muere tras accidente en el rodaje de la serie https://t.co/BYq3WXHXUY";FALSE;0;NA;2017-07-15 01:00:00;FALSE;NA;"886027534265192448";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"98";"\"El planeta de los simios: La guerra\": El mono no se humaniza, evoluciona";FALSE;0;NA;2017-07-15 00:30:00;FALSE;NA;"886019985214103552";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"99";"Shia LaBeouf se disculpa por reciente polémica con policías y confiesa que lleva un tiempo \"luchando con la adicción\"";FALSE;1;NA;2017-07-15 00:00:02;FALSE;NA;"886012444501352448";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"100";"Miley Cyrus asegura que estaba cansada de que su imagen se viera \"sexualizada\"";FALSE;2;NA;2017-07-14 23:30:24;FALSE;NA;"886004984101220352";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"101";"Rubén Blades se despide de las giras musicales: \"Ya no disfruto del lujo de tener 20 años y creerme inmortal\"";FALSE;3;NA;2017-07-14 23:00:00;FALSE;NA;"885997337193074688";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";3;FALSE;FALSE;NA;NA;"Ecuador "
"102";"Buenas tardes mi gente keeida saludos 
#KINGBOY #JEYKOMUSICIND @Jeykomusicind @Spanish_Trap_ @labrujaecuador @mágica https://t.co/nXGbvP2dx9";FALSE;1;NA;2017-07-14 22:58:25;FALSE;NA;"885996938528784384";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"Jeykomusicind";0;FALSE;FALSE;NA;NA;"Ecuador- cuenca"
"103";"RT @KattyAndrade3: hola @labrujaecuador   xfa me pueden poner la cancion #Cobarde de bello @DANIELPAEZMusic <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>";FALSE;0;NA;2017-07-14 22:30:29;FALSE;NA;"885989905775591425";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"majotheprinces";2;TRUE;FALSE;NA;NA;"Ecuador"
"104";"Maluma se afianza en radios y lanza tema";FALSE;1;NA;2017-07-14 22:30:01;FALSE;NA;"885989789211607044";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"105";"Beyonce presenta a sus mellizos con una hermosa fotografía https://t.co/qhTu05mgSh";FALSE;0;NA;2017-07-14 22:00:01;FALSE;NA;"885982241553121280";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"106";"‘Juego de Tronos’ regresa con luchas en un invierno más frío";FALSE;2;NA;2017-07-14 21:30:01;FALSE;NA;"885974688668672000";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"107";"Hola @labrujaecuador puede poner #DevuélvemeElCorazón d @SebastianYatra porfavor @SebastianYatraE @GomiTwiin @andradedirak @UniversalMusicE";FALSE;0;NA;2017-07-14 21:29:50;FALSE;NA;"885974645123555328";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"jjmor8";0;FALSE;FALSE;NA;NA;""
"108";"Rubén Blades cansado de las giras, analiza futura candidatura";FALSE;0;NA;2017-07-14 21:00:04;FALSE;NA;"885967151370260480";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"109";"Fórmula 1 busca proteger a los pilotos con cápsula protectora en el monoplaza";FALSE;0;NA;2017-07-14 21:00:02;FALSE;NA;"885967143824752640";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"110";"Gente de Zona se ha vuelto el colaborador preferido de artistas";FALSE;0;NA;2017-07-14 20:30:01;FALSE;NA;"885959590449258500";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"111";"https://t.co/yufw8OP7V6";FALSE;1;NA;2017-07-14 20:00:03;FALSE;NA;"885952048591585280";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"112";"Lily James protagonizará secuela de #mammamia";FALSE;0;NA;2017-07-14 19:30:03;FALSE;NA;"885944498299252736";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"113";"Kanye West, Dwayne Johnson son algunos de los famosos que desean ser presidentes de EU";FALSE;0;NA;2017-07-14 19:00:04;FALSE;NA;"885936956395409408";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"114";"Shia Labeouf se disculpa por insultos racistas a policías";FALSE;0;NA;2017-07-14 18:30:02;FALSE;NA;"885929398305779713";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"115";"Kesha suelta su lado soul en videoclip de “Woman”, parece que la cantante ha decido volver con todos los hierros";FALSE;0;NA;2017-07-14 18:00:02;FALSE;NA;"885921847824576515";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"116";"Selena Gomez lanza sensual sencillo “Fetish”, esta vez contó con la colaboración del rapero Gucci Mane";FALSE;2;NA;2017-07-14 17:30:02;FALSE;NA;"885914298266079233";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"117";"Nine Inch Nails lanza “Less Than”, este tema estará incluido en su nuevo EP";FALSE;0;NA;2017-07-14 17:00:01;FALSE;NA;"885906741522780164";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"118";"Spice Girls y Backstreet Boys podrían irse de gira, Nick Carter dijo que se están en conversaciones";FALSE;2;NA;2017-07-14 16:30:02;FALSE;NA;"885899197467082752";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"119";"Radiohead promociona “Oknotok” con un corto surreal, este sería la reedición de su disco “Ok Computer”";FALSE;0;NA;2017-07-14 16:00:01;FALSE;NA;"885891642418442240";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"120";"Paris Hilton regresa a la música con “Summer Reign”, la estadounidense también promociona su perfume";FALSE;0;NA;2017-07-14 15:30:02;FALSE;NA;"885884096353677315";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"121";"RT @KattyAndrade3: hola @labrujaecuador   xfa me pueden poner la cancion #Cobarde de bello @DANIELPAEZMusic <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>";FALSE;0;NA;2017-07-14 15:24:31;FALSE;NA;"885882709012344832";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"KattyAndrade3";2;TRUE;FALSE;NA;NA;"Quito"
"122";"hola @labrujaecuador   xfa me pueden poner la cancion #Cobarde de bello @DANIELPAEZMusic <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> gracias <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>";FALSE;5;NA;2017-07-14 15:18:37;FALSE;NA;"885881224350359552";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"KattyAndrade3";2;FALSE;FALSE;NA;NA;"Quito"
"123";"Celebrando el primer aniversario de DIME QUE ESPERAS escuchando en @labrujaecuador de @Helian_Evans <U+2764><U+2764> 

@helianaticasecu";FALSE;0;NA;2017-07-14 15:15:30;FALSE;NA;"885880439164063744";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"JohaEliiii";0;FALSE;FALSE;NA;NA;"ecuador"
"124";"HAIM versionó canción de Selena Gomez, las chicas realizaron un cover con cosas de cocina";FALSE;0;NA;2017-07-14 15:00:00;FALSE;NA;"885876540713644034";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"125";"Retweeted Genaro Fan Club Ec (@GenaroFanClubEc):

@labrujaecuador Hola nos ayudan con #NireggaetonNiRock de... https://t.co/19ohu9CcOp";FALSE;3;NA;2017-07-14 14:44:01;FALSE;NA;"885872516811587584";NA;"<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>";"KiaveNove";0;FALSE;FALSE;NA;NA;"El Mundo"
"126";"RT @GenaroFanClubEc: @labrujaecuador Hola nos ayudan con #NireggaetonNiRock de @GenaroMeCachas  gracias @KiaveNove";FALSE;0;NA;2017-07-14 14:43:59;FALSE;NA;"885872507793944576";NA;"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"KiaveNove";1;TRUE;FALSE;NA;NA;"El Mundo"
"127";"@labrujaecuador Hola nos ayudan con #NireggaetonNiRock de @GenaroMeCachas  gracias @KiaveNove";FALSE;4;"labrujaecuador";2017-07-14 14:42:28;FALSE;NA;"885872127634702336";"82985256";"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>";"GenaroFanClubEc";1;FALSE;FALSE;NA;NA;""
"128";"Revelan póster de \"L\" de \"Death Note\" https://t.co/xGv921CqFT";FALSE;0;NA;2017-07-14 14:30:01;FALSE;NA;"885868995907211264";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"129";"Eiza González suma una nueva cinta en Hollywod. Protagonizará \"Highway\" junto a Lucy Fry";FALSE;1;NA;2017-07-14 14:00:05;FALSE;NA;"885861459367997442";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"130";"Ocho años después de la separación de @oasis estrenan el tema “Talk Tonight”";FALSE;0;NA;2017-07-14 13:30:02;FALSE;NA;"885853896945434624";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"131";"@KeshaRose lanza su Segundo promocional “Woman”";FALSE;0;"KeshaRose";2017-07-14 13:00:03;FALSE;NA;"885846354743795712";"26090319";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"132";"@ArianaGrande es toda una “Ciudadana de Honor”";FALSE;0;"ArianaGrande";2017-07-14 12:30:02;FALSE;NA;"885838798549995522";"34507480";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"133";"@selenagomez nos seduce con sus sensuales labios en “Fetish” https://t.co/SmeCShSaGJ";FALSE;0;"selenagomez";2017-07-14 12:00:02;FALSE;NA;"885831248198987777";"23375688";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"134";"@NineInchNails estrena “Less Than”";FALSE;0;"nineinchnails";2017-07-14 11:00:03;FALSE;NA;"885816154886782976";"23559586";"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"135";"BO y Netflix encabezan las nominaciones para los premios Emmy 2017";FALSE;1;NA;2017-07-14 09:00:00;FALSE;NA;"885785943134920704";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"136";"Carrie Fisher recibe nominación póstuma a los Emmy 2017";FALSE;2;NA;2017-07-14 07:00:00;FALSE;NA;"885755745156857856";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"137";"Descartan a Britney Spears para el show de medio tiempo del Super Bowl 2018";FALSE;0;NA;2017-07-14 05:00:00;FALSE;NA;"885725546381926401";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"138";"Efectos visuales, protagonistas en ‘El planeta de los simios: la guerra’ https://t.co/9zd6iE4qVy";FALSE;2;NA;2017-07-14 04:00:00;FALSE;NA;"885710447013507072";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"139";"RT @labrujaecuador: TMZ revela fotos del cuarto en el que se suicidó Chris Cornell https://t.co/bDuN7RQZgh";FALSE;0;NA;2017-07-14 03:00:12;FALSE;NA;"885695397217415172";NA;"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>";"Xaviersulca";1;TRUE;FALSE;NA;NA;"Ambato - Ecuador"
"140";"\"Saturday Night Live\" y \"Westworld\" entre los más nominados al Emmy en su edición No. 69";FALSE;1;NA;2017-07-14 03:00:01;FALSE;NA;"885695348022398977";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
"141";"Kendall Jenner recibe amenazas de un fan obsesionado";FALSE;0;NA;2017-07-14 02:00:01;FALSE;NA;"885680251442913280";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";1;FALSE;FALSE;NA;NA;"Ecuador "
"142";"Blake Lively será la protagonista en \"The Rhythm Section\", una película sobre espionaje";FALSE;1;NA;2017-07-14 01:00:00;FALSE;NA;"885665148421128193";NA;"<a href=\"https://about.twitter.com/products/tweetdeck\" rel=\"nofollow\">TweetDeck</a>";"labrujaecuador";0;FALSE;FALSE;NA;NA;"Ecuador "
